"PASSENGERS","DISTANCE","UNIQUE_CARRIER","AIRLINE_ID","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","YEAR","MONTH",
501.00,1205.00,"WN",19393,"Southwest Airlines Co.",14635,1463502,31714,"RSW","Fort Myers, FL","FL",10257,1025702,30257,"ALB","Albany, NY","NY",2017,1,
502.00,1183.00,"WN",19393,"Southwest Airlines Co.",13495,1349503,33495,"MSY","New Orleans, LA","LA",12953,1295302,31703,"LGA","New York, NY","NY",2017,2,
503.00,213.00,"9K",20253,"Cape Air",10721,1072102,30721,"BOS","Boston, MA","MA",14875,1487502,34875,"SLK","Saranac Lake/Lake Placid, NY","NY",2017,6,
503.00,157.00,"9K",20253,"Cape Air",10257,1025702,30257,"ALB","Albany, NY","NY",13832,1383203,33832,"OGS","Ogdensburg, NY","NY",2017,4,
504.00,157.00,"9K",20253,"Cape Air",13832,1383203,33832,"OGS","Ogdensburg, NY","NY",10257,1025702,30257,"ALB","Albany, NY","NY",2017,6,
504.00,722.00,"EV",20366,"ExpressJet Airlines Inc.",12953,1295302,31703,"LGA","New York, NY","NY",14685,1468502,34685,"SAV","Savannah, GA","GA",2017,3,
504.00,617.00,"EV",20366,"ExpressJet Airlines Inc.",12953,1295302,31703,"LGA","New York, NY","NY",10868,1086803,30868,"CAE","Columbia, SC","SC",2017,1,
504.00,335.00,"ZW",20046,"Air Wisconsin Airlines Corp",12953,1295302,31703,"LGA","New York, NY","NY",14122,1412202,30198,"PIT","Pittsburgh, PA","PA",2017,3,
505.00,397.00,"MQ",20398,"Envoy Air",12953,1295302,31703,"LGA","New York, NY","NY",10874,1087402,30647,"CAK","Akron, OH","OH",2017,2,
506.00,96.00,"YX",20452,"Republic Airlines",12953,1295302,31703,"LGA","New York, NY","NY",14100,1410002,34100,"PHL","Philadelphia, PA","PA",2017,2,
506.00,283.00,"AX",20237,"Trans States Airlines",12264,1226402,30852,"IAD","Washington, DC","VA",10792,1079204,30792,"BUF","Buffalo, NY","NY",2017,2,
506.00,265.00,"ZW",20046,"Air Wisconsin Airlines Corp",15096,1509602,35096,"SYR","Syracuse, NY","NY",10721,1072102,30721,"BOS","Boston, MA","MA",2017,4,
507.00,479.00,"EV",20366,"ExpressJet Airlines Inc.",11066,1106603,31066,"CMH","Columbus, OH","OH",12953,1295302,31703,"LGA","New York, NY","NY",2017,4,
